uniqueID,movie_name,num_trailers,trailer_id,video_url,video_title,channel,official,teaser,days_diff,trailer_release,trailer_view,trailer_like,trailer_comment,most_recent,oldest,most_liked,most_viewed,most_comment
515,X-Men: Dark Phoenix,3,1,https://www.youtube.com/watch?v=QWbMckU3AOQ,Dark Phoenix | Teaser Trailer [HD] | 20th Century FOX,20th Century Studios,,1,-254,9/26/2018,19919172,244919,27598,0,0,1,1,1
515,X-Men: Dark Phoenix,3,2,https://www.youtube.com/watch?v=azvR__GRQic,Dark Phoenix | Final Trailer [HD] | 20th Century FOX,20th Century Studios,1,,-51,4/17/2019,12700321,106652,11427,1,1,0,0,0
516,The Book of Eli,1,0,https://www.youtube.com/watch?v=kAMUv22y1og,The Book of Eli - Official Trailer [HD HQ],watchCulturetainment,1,,-164,8/4/2009,3530108,5083,1944,1,1,1,1,1
517,Blade Runner 2049,3,0,https://www.youtube.com/watch?v=gCcx85zbxz4,BLADE RUNNER 2049 - Official Trailer,Warner Bros. Pictures,1,,-151,5/8/2017,35081077,236773,19018,0,0,1,1,1
517,Blade Runner 2049,3,1,https://www.youtube.com/watch?v=haXvp8M9Cog,Blade Runner 2049 Announcement,Warner Bros. Pictures,,1,-291,12/19/2016,8501647,57862,6463,0,0,0,0,0
517,Blade Runner 2049,3,2,https://www.youtube.com/watch?v=dZOaI_Fn5o4,BLADE RUNNER 2049 – Trailer 2,Warner Bros. Pictures,1,,-81,7/17/2017,14914086,71299,7056,1,1,0,0,0
518,Where the Wild Things Are,2,0,https://www.youtube.com/watch?v=G6DD3K86X8k,Where The Wild Things Are Trailer 2,Warner Bros. Pictures,1,,-66,8/11/2009,308889,1670,177,1,0,0,0,0
518,Where the Wild Things Are,2,1,https://www.youtube.com/watch?v=hcBPzqxBnRU,Where The Wild Things Are Trailer # 1,Warner Bros. Pictures,1,,-122,6/16/2009,1044289,5990,737,0,1,1,1,1
519,Due Date,2,0,https://www.youtube.com/watch?v=hEtu68oxBfc,Due Date Main Trailer,Warner Bros. Pictures,1,,-49,9/17/2010,90556,357,21,1,0,0,0,0
519,Due Date,2,1,https://www.youtube.com/watch?v=7FcTcgjZzq8,Due Date Official HD Trailer,Warner Bros. Pictures,1,,-114,7/14/2010,91364,423,52,0,1,1,1,1
521,The Maze Runner,2,0,https://www.youtube.com/watch?v=AwwbhhjQ9Xk,The Maze Runner | Official Final Trailer [HD] | 20th Century FOX,20th Century Studios,1,,-51,7/30/2014,14912833,98916,5688,1,0,1,1,0
521,The Maze Runner,2,1,https://www.youtube.com/watch?v=64-iSYVmMVY,The Maze Runner | Official Trailer [HD] | 20th Century FOX,20th Century Studios,1,,-186,3/17/2014,13152046,69945,6111,0,1,0,0,1
523,Hannah Montana: The Movie,1,0,https://www.youtube.com/watch?v=WJX1_pbEh9g,Hannah Montana The Movie official trailer (Watch in HQ),Walt Disney Studios,1,,-44,2/25/2009,736197,3823,32,1,1,1,1,1
525,Immortals,1,0,https://www.youtube.com/watch?v=pE3yR8bZ1pY,Immortals - Official Trailer,Universal Pictures UK,1,,-191,5/4/2011,1525689,10225,316,1,1,1,1,1
528,Jackass Presents: Bad Grandpa,1,0,https://www.youtube.com/watch?v=_MSrAwfagG4,Jackass Presents: Bad Grandpa - Official Trailer,Paramount Pictures,1,,-86,7/31/2013,26333356,136405,13715,1,1,1,1,1
530,Paul Blart: Mall Cop,1,0,https://www.youtube.com/watch?v=dfzmYp60I7w,Paul Blart: Mall Cop - watch the trailer,Sony Pictures Entertainment,1,,-53,11/24/2008,320791,1964,184,1,1,1,1,1
532,Saw IV,1,0,https://www.youtube.com/watch?v=MdLXjIu6UhM,Saw IV - Teaser Trailer,saw4movie,1,,-28,9/28/2007,353450,645,171,1,1,1,1,1
534,G-Force,2,0,https://www.youtube.com/watch?v=VAMUfDvAQeo,G-Force *Official Trailer*,Walt Disney Studios,1,,-199,1/6/2009,554059,2887,12,0,0,1,0,0
534,G-Force,2,1,https://www.youtube.com/watch?v=7bVY_UspXyc,G-Force Official Extended Trailer (HD!),Walt Disney Studios,1,,-92,4/23/2009,1662778,1603,86,1,1,0,1,1
535,The Mummy,2,0,https://www.youtube.com/watch?v=IjHgzkQM2Sg,The Mummy - Official Trailer (HD),Universal Pictures,1,,-187,12/4/2016,51879788,294659,22617,0,0,1,1,1
535,The Mummy,2,1,https://www.youtube.com/watch?v=GzorZUuZqEI,The Mummy - Official Trailer #2 [HD],Universal Pictures,1,,-68,4/2/2017,14764907,60783,6583,1,1,0,0,0
536,Godzilla vs. Kong,2,0,https://www.youtube.com/watch?v=odM92ap8_c0,Godzilla vs. Kong – Official Trailer,Warner Bros. Pictures,1,,-66,1/24/2021,104102037,2244201,247360,0,0,1,1,1
536,Godzilla vs. Kong,2,1,https://www.youtube.com/watch?v=w8Pr9V2M-rE,Godzilla vs. Kong - Salvation,Warner Bros. Pictures,1,,-12,3/19/2021,1352114,44421,5171,1,1,0,0,0
537,Bad Teacher,1,0,https://www.youtube.com/watch?v=GahC5cVsU6A,BAD TEACHER - Official Trailer,Sony Pictures Entertainment,1,,-106,3/10/2011,4178134,23399,700,1,1,1,1,1
539,The Purge: Election Year,2,0,https://www.youtube.com/watch?v=RXMp9fBomJw,The Purge: Election Year - Official Trailer (HD),Universal Pictures,1,,-142,2/10/2016,11344999,51655,9084,0,0,1,1,0
539,The Purge: Election Year,2,1,https://www.youtube.com/watch?v=9rqIJcY9hMc,The Purge: Election Year - Official Trailer 2 (HD),Universal Pictures,1,,-43,5/19/2016,9379326,32537,9771,1,1,0,0,1
540,The Wolfman,2,0,https://www.youtube.com/watch?v=5JB1NY2xut8,The Wolfman - Trailer,Universal Pictures,1,,-172,8/24/2009,1657584,8389,671,0,0,1,1,1
540,The Wolfman,2,1,https://www.youtube.com/watch?v=LAXdMCrO264,The Wolfman - Theatrical Trailer,Universal Pictures,1,,-112,10/23/2009,237868,980,69,1,1,0,0,0
541,Ford v Ferrari,2,0,https://www.youtube.com/watch?v=zyYgDtY2AMY,FORD v FERRARI | Official Trailer [HD] | 20th Century FOX,20th Century Studios,1,,-166,6/2/2019,10850435,119739,6516,0,0,0,0,0
541,Ford v Ferrari,2,1,https://www.youtube.com/watch?v=I3h9Z89U9ZA,FORD v FERRARI | Official Trailer 2 [HD] | 20th Century FOX,20th Century Studios,1,,-61,9/15/2019,17406787,152733,6626,1,1,1,1,1
543,Percy Jackson & the Olympians: The Lightning Thief,1,0,https://www.youtube.com/watch?v=rNhV8dk6W2M,Percy Jackson & the Olympians: The Lightning Thief | Trailer | 20th Century FOX,20th Century Studios,1,,-213,7/14/2009,403698,1360,197,1,1,1,1,1
544,Elvis,2,0,https://www.youtube.com/watch?v=wBDLRvjHVOY,Baz Luhrmann’s ELVIS | Official Trailer,Warner Bros. Pictures,1,,-127,2/17/2022,22564790,142146,13689,0,0,1,1,1
544,Elvis,2,1,https://www.youtube.com/watch?v=Gp2BNHwbwvI,Baz Luhrmann's ELVIS | Official Trailer 2,Warner Bros. Pictures,1,,-32,5/23/2022,11320918,57814,4716,1,1,0,0,0
545,Girls Trip,1,0,https://www.youtube.com/watch?v=7jE61BzKmgQ,Girls Trip - Official Trailer #2 [HD],Universal Pictures,1,,-72,5/10/2017,6855234,20449,1004,1,1,1,1,1
546,Evan Almighty,1,0,https://www.youtube.com/watch?v=Y4OAUa8bo14,Evan Almighty Movie Trailer,jaa2010,1,,-232,11/2/2006,1260645,1903,413,1,1,1,1,1
552,Space Jam: A New Legacy,2,0,https://www.youtube.com/watch?v=olXYZOsXw_o,Space Jam: A New Legacy – Trailer 1,Warner Bros. Pictures,1,,-104,4/3/2021,27320867,241978,27414,0,0,1,1,1
552,Space Jam: A New Legacy,2,1,https://www.youtube.com/watch?v=RCsEKvz2mxs,Space Jam: A New Legacy – Trailer 2,Warner Bros. Pictures,1,,-37,6/9/2021,13616321,66776,7905,1,1,0,0,0
553,Into the Woods,2,0,https://www.youtube.com/watch?v=2Byk9Is3TjY,Into The Woods Trailer - Now Playing In Theaters!,Walt Disney Studios,1,,-49,11/6/2014,12967177,40551,3188,1,0,1,1,1
553,Into the Woods,2,1,https://www.youtube.com/watch?v=aIVPfnYXrYY,Disney's Into The Woods Teaser Trailer,Walt Disney Studios,,1,-146,8/1/2014,2490748,4732,428,0,1,0,0,0
555,Downton Abbey,1,0,https://www.youtube.com/watch?v=tu3mP0c51hE,DOWNTON ABBEY | Official Trailer | In Theaters September 20,Focus Features,1,,-122,5/21/2019,10847802,55980,4075,1,1,1,1,1
556,Sex and the City 2,1,0,https://www.youtube.com/watch?v=HHrDilm-Ml4,Sex and the City 2,Warner Bros. Pictures,1,,-91,2/25/2010,878042,774,100,1,1,1,1,1
557,Step Brothers,1,0,https://www.youtube.com/watch?v=CewglxElBK0,Watch the trailer for STEP BROTHERS,Sony Pictures Entertainment,1,,-133,3/14/2008,2005999,6282,367,1,1,1,1,1
558,Little Fockers,2,0,https://www.youtube.com/watch?v=Fs2MZIA4Sjc,Little Fockers - Trailer,Universal Pictures,1,,-180,6/25/2010,387293,659,165,0,0,1,1,1
558,Little Fockers,2,1,https://www.youtube.com/watch?v=N09wTU1LiPk,Little Fockers - Theatrical Trailer,Universal Pictures,1,,-41,11/11/2010,53045,117,35,1,1,0,0,0
562,Unbroken,2,0,https://www.youtube.com/watch?v=kk1M_HwmFMM,Unbroken - Official Trailer (HD),Universal Pictures,1,,-167,7/11/2014,4403058,8147,738,0,0,1,1,1
562,Unbroken,2,1,https://www.youtube.com/watch?v=rGlsxVfCSyQ,Unbroken - Official Trailer 2 (HD),Universal Pictures,1,,-70,10/16/2014,2371048,4222,337,1,1,0,0,0
563,Brüno,1,0,https://www.youtube.com/watch?v=pxyJ_ZQVhTI,Bruno - Theatrical Trailer,Universal Pictures,1,,-10,6/30/2009,428357,1396,179,1,1,1,1,1
567,The Happening,1,0,https://www.youtube.com/watch?v=1I9ZQVK8gV8,The Happening | Theatrical Trailer | 20th Century FOX,20th Century Studios,1,,-72,4/2/2008,1050816,3564,381,1,1,1,1,1
568,Just Go with It,1,0,https://www.youtube.com/watch?v=fpj7i2CPt8M,JUST GO WITH IT - Trailer,Sony Pictures Entertainment,1,,-94,11/9/2010,3593455,15118,564,1,1,1,1,1
569,The Day the Earth Stood Still,1,0,https://www.youtube.com/watch?v=6QFcZohER3s,Day the Earth Stood Still | Movie Trailer | 20th Century FOX,20th Century Studios,1,,-31,11/11/2008,1236975,5967,483,1,1,1,1,1
570,Dear John,1,0,https://www.youtube.com/watch?v=r0fq5dd0C60,DEAR JOHN - Official Trailer (HD),Sony Pictures Entertainment,1,,-112,10/16/2009,13301645,50767,4539,1,1,1,1,1
571,The Lost City,1,0,https://www.youtube.com/watch?v=nfKO9rYDmE8,The Lost City | Official Trailer (2022 Movie) – Paramount Pictures,Paramount Pictures,1,,-99,12/16/2021,26896120,77515,3458,1,1,1,1,1
572,John Wick: Chapter 2,2,0,https://www.youtube.com/watch?v=ChpLV9AMqm4,John Wick: Chapter 2 (2017 Movie) Official Trailer – ‘Wick Goes Off’,Lionsgate Movies,1,,-53,12/19/2016,8969083,44070,3273,1,0,1,1,0
572,John Wick: Chapter 2,2,1,https://www.youtube.com/watch?v=nMqETeQrgqU,John Wick: Chapter 2 (2017 Movie) Official Teaser Trailer - 'Good To See You Again' - Keanu Reeves,Lionsgate Movies,,1,-125,10/8/2016,8760388,43881,4015,0,1,0,0,1
574,Olympus Has Fallen,2,0,https://www.youtube.com/watch?v=74F_pts7Uhg,OLYMPUS HAS FALLEN - Extended Trailer - In Theaters 3/22,OlympusHasFallen,1,,-42,2/8/2013,2653377,2334,1383,1,0,1,1,1
574,Olympus Has Fallen,2,1,https://www.youtube.com/watch?v=IcMkOGJIi_k,OLYMPUS HAS FALLEN - Official Trailer - In Theaters 3/22,OlympusHasFallen,1,,-58,1/23/2013,86698,430,104,0,1,0,0,0
576,Maze Runner: The Scorch Trials,2,0,https://www.youtube.com/watch?v=SDofO3P2HpE,Maze Runner: The Scorch Trials | Official Trailer 2 [HD] | 20th Century FOX,20th Century Studios,1,,-57,7/23/2015,16113236,75721,5856,1,0,0,1,0
576,Maze Runner: The Scorch Trials,2,1,https://www.youtube.com/watch?v=-44_igsZtgU,Maze Runner: The Scorch Trials | Official Trailer [HD] | 20th Century FOX,20th Century Studios,1,,-122,5/19/2015,12403193,78421,6863,0,1,1,0,1
577,Cloudy with a Chance of Meatballs,2,0,https://www.youtube.com/watch?v=pUaKcFI4BZY,Cloudy With a Chance of Meatballs - Official Trailer #1,Sony Pictures Entertainment,1,,-183,3/19/2009,2507209,7171,0,0,0,1,1,0
577,Cloudy with a Chance of Meatballs,2,1,https://www.youtube.com/watch?v=BPH0ct2oXBg,Cloudy With a Chance of Meatballs - Trailer #2,Sony Pictures Entertainment,1,,-78,7/2/2009,1016515,1875,332,1,1,0,0,1
578,The Addams Family,2,0,https://www.youtube.com/watch?v=xFCrR3Uw6Mk,THE ADDAMS FAMILY | Official Trailer | MGM,MGM,1,,-65,8/7/2019,18105659,65778,5188,1,0,1,1,1
578,The Addams Family,2,1,https://www.youtube.com/watch?v=4Z5VUf5x2RY,THE ADDAMS FAMILY | Official Teaser | MGM,MGM,,1,-185,4/9/2019,11390686,44971,3338,0,1,0,0,0
580,John Carter,2,0,https://www.youtube.com/watch?v=nlvYKl1fjBI,John Carter Trailer,Walt Disney Studios,1,,-101,11/29/2011,5435418,13865,649,1,0,1,1,0
580,John Carter,2,1,https://www.youtube.com/watch?v=b8xblwyKtfo,John Carter Teaser Trailer,Walt Disney Studios,,1,-239,7/14/2011,2471380,2779,890,0,1,0,0,1
583,Django Unchained,1,0,https://www.youtube.com/watch?v=_iH0UBYDI4g,DJANGO UNCHAINED - Official International Trailer,Sony Pictures Entertainment,1,,-195,6/13/2012,1272913,10061,340,1,1,1,1,1
584,The Best Man Holiday,1,0,https://www.youtube.com/watch?v=bRjik3K9PJc,The Best Man Holiday (2013) Trailer,Enspired Media,1,,-162,6/6/2013,402580,841,93,1,1,1,1,1
585,Trainwreck,1,0,https://www.youtube.com/watch?v=y_KP9x80Z9Q,Trainwreck - Official Trailer (HD),Universal Pictures,1,,-156,2/11/2015,13670254,9884,916,1,1,1,1,1
586,Prince of Persia: The Sands of Time,2,0,https://www.youtube.com/watch?v=bZ7Li5w2I-k,PRINCE OF PERSIA: THE SANDS OF TIME MOVIE TRAILER,Walt Disney Studios,1,,-205,11/4/2009,6516798,18350,1366,0,0,1,1,1
586,Prince of Persia: The Sands of Time,2,1,https://www.youtube.com/watch?v=FXmicz3KPfI,Prince of Persia: The Sands of Time - Official Trailer #2,Walt Disney Studios,1,,-86,3/3/2010,414321,1517,75,1,1,0,0,0
592,Saw V,1,0,https://www.youtube.com/watch?v=0bSDbeSopes,SAW V TRAILER (2008),YENYOMAN,1,,-32,9/22/2008,448563,711,91,1,1,1,1,1
594,A Christmas Carol,1,0,https://www.youtube.com/watch?v=VZ3lr3urgDU,Jim Carreys A Christmas Carol Official Trailer,Walt Disney Studios,1,,-52,9/15/2009,5054342,13208,713,1,1,1,1,1
595,Men in Black: International,2,0,https://www.youtube.com/watch?v=BV-WEb2oxLk,MEN IN BLACK: INTERNATIONAL - Official Trailer,Sony Pictures Entertainment,1,,-176,12/20/2018,26023989,350907,46684,0,0,1,1,1
595,Men in Black: International,2,1,https://www.youtube.com/watch?v=F3lJwV7ZIIk,MEN IN BLACK: INTERNATIONAL - Official Trailer #2,Sony Pictures Entertainment,1,,-50,4/25/2019,16865624,196784,13789,1,1,0,0,0
597,Bullet Train,2,0,https://www.youtube.com/watch?v=0IOsk2Vlc4o,BULLET TRAIN - Official Trailer (HD),Sony Pictures Entertainment,1,,-156,3/2/2022,33664191,163561,7513,0,0,1,1,1
597,Bullet Train,2,1,https://www.youtube.com/watch?v=EGeJczJvWns,BULLET TRAIN - Official Trailer 2 (HD),Sony Pictures Entertainment,1,,-59,6/7/2022,8177264,28828,1535,1,1,0,0,0
598,Scream,3,0,https://www.youtube.com/watch?v=beToTslH17s,Scream | Official Trailer (2022 Movie),Paramount Pictures,1,,-94,10/12/2021,23653715,176884,17067,0,0,1,1,1
598,Scream,3,1,https://www.youtube.com/watch?v=nRwLyKIBNU8,Scream (2022) - Final Trailer - Paramount Pictures,Paramount Pictures,1,,-3,1/11/2022,3614824,24712,2410,1,0,0,0,0
598,Scream,3,2,https://www.youtube.com/watch?v=U0LETmDvuXc,SCREAM | Official Trailer | Paramount Movies,Paramount Movies,1,,-59,11/16/2021,144253,1806,62,0,1,0,0,0
599,The Purge: Anarchy,1,0,https://www.youtube.com/watch?v=N4dD_5dKmpE,The Purge: Anarchy - Teaser Trailer,Universal Pictures,1,,-106,4/3/2014,290782,1149,124,1,1,1,1,1
600,Elysium,2,0,https://www.youtube.com/watch?v=oIBtePb-dGY,ELYSIUM - Official Trailer (HD),Sony Pictures Entertainment,1,,-122,4/9/2013,11932725,39894,6818,0,0,1,1,1
600,Elysium,2,1,https://www.youtube.com/watch?v=QILNSgou5BY,ELYSIUM - Official Trailer,Sony Pictures Entertainment,1,,-57,6/13/2013,9729833,15167,3680,1,1,0,0,0
601,Hercules,1,0,https://www.youtube.com/watch?v=HydiAICZq6I,HERCULES - Official Main Trailer (HD) - UK,Paramount Pictures International,1,,-52,6/3/2014,547399,971,56,1,1,1,1,1
605,Dark Shadows,1,0,https://www.youtube.com/watch?v=WZOKn8IJlYQ,Dark Shadows (2012) Official Trailer [HD],Roadshow Films,1,,-53,3/19/2012,251152,525,86,1,1,1,1,1
606,Daddy's Home 2,2,0,https://www.youtube.com/watch?v=huaGQdrkrK0,Daddy's Home 2 (2017) - Official Trailer - Paramount Pictures,Paramount Pictures,1,,-148,6/15/2017,3726023,30154,1950,0,0,1,0,1
606,Daddy's Home 2,2,1,https://www.youtube.com/watch?v=hTKMUn87SxA,Daddy's Home 2 (2017) - New Official Trailer #2 - Paramount Pictures,Paramount Pictures,1,,-65,9/6/2017,4889533,1404,120,1,1,0,1,0
607,Creed,2,0,https://www.youtube.com/watch?v=Uv554B7YHk4,Creed - Official Trailer [HD],Warner Bros. Pictures,1,,-148,6/30/2015,27521812,149283,10223,0,0,1,1,1
607,Creed,2,1,https://www.youtube.com/watch?v=JQ9OhBYjTds,Creed - Official Trailer 2 [HD],Warner Bros. Pictures,1,,-72,9/14/2015,9465947,33254,2772,1,1,0,0,0
608,Insidious: The Last Key,1,0,https://www.youtube.com/watch?v=acQyrwQyCOk,Insidious: The Last Key - Official Trailer (HD),Universal Pictures,1,,-122,9/5/2017,24491077,152451,6425,1,1,1,1,1
609,Justin Bieber: Never Say Never,1,0,https://www.youtube.com/watch?v=trpxwhiatLA,Justin Bieber - Never Say Never 3D (Full-length Trailer),Justin Bieber,1,,-108,10/26/2010,283598,957,246,1,1,1,1,1
614,Now You See Me,1,0,https://www.youtube.com/watch?v=DaavRAV8a0A,NOW YOU SEE ME - Trailer #2,The Dollar Theater,1,,-50,4/11/2013,2425547,1693,208,1,1,1,1,1
616,Why Did I Get Married Too?,2,0,https://www.youtube.com/watch?v=H0IgfAs3tWg,Why Did I Get Married Too? Theatrical Trailer,Lionsgate Movies,1,,-59,2/2/2010,478747,2309,148,1,0,1,1,1
616,Why Did I Get Married Too?,2,1,https://www.youtube.com/watch?v=iUq1mH4moOA,Why Did I Get Married Too? TEASER,Lionsgate Movies,,1,-144,11/9/2009,92449,237,38,0,1,0,0,0
617,Think Like a Man Too,1,0,https://www.youtube.com/watch?v=N8b6kVSZNLE,THINK LIKE A MAN TOO - Official Trailer (HD),Sony Pictures Entertainment,1,,-128,2/12/2014,10732516,32306,1819,1,1,1,1,1
618,The Muppets,2,0,https://www.youtube.com/watch?v=C4YhbpuGdwQ,Official Trailer  | The Muppets (2011) | The Muppets,The Muppets,1,,-158,6/18/2011,4803104,12117,0,0,0,1,1,0
618,The Muppets,2,1,https://www.youtube.com/watch?v=Mq5LfuvRBVM,Official Trailer 2  | The Muppets (2011) | The Muppets,The Muppets,1,,-41,10/13/2011,3687419,7631,840,1,1,0,0,1
619,The Lone Ranger,2,0,https://www.youtube.com/watch?v=L9DDCKVrZfU,The Lone Ranger Trailer,Walt Disney Studios,1,,-272,10/4/2012,1612081,3532,1085,0,0,1,1,1
619,The Lone Ranger,2,1,https://www.youtube.com/watch?v=CAUjV2hGuW4,The Lone Ranger Trailer 2,Walt Disney Studios,1,,-203,12/12/2012,799470,1598,369,1,1,0,0,0
623,Spy,2,0,https://www.youtube.com/watch?v=ltijEmlyqlg,Spy | Official Trailer 2 [HD] | 20th Century FOX,20th Century Studios,1,,-66,3/31/2015,9888228,35830,1185,1,0,1,1,1
623,Spy,2,1,https://www.youtube.com/watch?v=AcVPM3kscww,Spy | Official Trailer [HD] | 20th Century FOX,20th Century Studios,1,,-142,1/14/2015,3314765,4939,194,0,1,0,0,0
624,Terminator: Dark Fate,1,0,https://www.youtube.com/watch?v=oxy8udgWRmo,Terminator: Dark Fate - Official Trailer (2019) - Paramount Pictures,Paramount Pictures,1,,-64,8/29/2019,19908971,144794,25132,1,1,1,1,1
625,Allegiant,1,0,https://www.youtube.com/watch?v=D-po8XaIGLw,The Divergent Series: Allegiant Official Trailer #1 (2016) Shailene Woodley Movie HD,Zero Media,1,,-121,11/18/2015,99484,377,25,1,1,1,1,1
628,Paranormal Activity 4,1,0,https://www.youtube.com/watch?v=6JxyQ4FXEqY,Paranormal Activity 4 Officiële Trailer,Paramount Pictures International,1,,-79,8/1/2012,33111,38,34,1,1,1,1,1
632,Non-Stop,1,0,https://www.youtube.com/watch?v=nODrjQUR5YU,Non-Stop - Trailer,Universal Pictures,1,,-134,10/17/2013,3417607,4738,376,1,1,1,1,1
633,Miss Peregrine's Home for Peculiar Children,2,0,https://www.youtube.com/watch?v=tV_IhWE4LP0,Miss Peregrine's Home for Peculiar Children | Official Trailer [HD] | 20th Century FOX,20th Century Studios,1,,-199,3/15/2016,17585419,120920,11504,0,0,1,1,1
633,Miss Peregrine's Home for Peculiar Children,2,1,https://www.youtube.com/watch?v=DN1uhnnKscY,Miss Peregrine's Home for Peculiar Children | Official Trailer 2 [HD] | 20th Century FOX,20th Century Studios,1,,-102,6/20/2016,4861713,23184,2852,1,1,0,0,0
634,Edge of Tomorrow,3,0,https://www.youtube.com/watch?v=vw61gCe2oqI,Edge of Tomorrow - Official Trailer 1 [HD],Warner Bros. Pictures,1,,-177,12/11/2013,17153763,63545,9611,0,0,1,1,1
634,Edge of Tomorrow,3,1,https://www.youtube.com/watch?v=yUmSVcttXnI,Edge of Tomorrow - Official Main Trailer [HD],Warner Bros. Pictures,1,,-73,3/25/2014,7710596,23137,2791,0,0,0,0,0
634,Edge of Tomorrow,3,2,https://www.youtube.com/watch?v=he21BE70f1Y,Edge of Tomorrow - IMAX Trailer [HD],Warner Bros. Pictures,1,,-24,5/13/2014,1689763,3829,382,1,1,0,0,0
635,Murder on the Orient Express,2,0,https://www.youtube.com/watch?v=Mq4m3yAoW8E,Murder on the Orient Express | Official Trailer [HD] | 20th Century FOX,20th Century Studios,1,,-162,6/1/2017,15399701,96469,8907,0,0,1,0,1
635,Murder on the Orient Express,2,1,https://www.youtube.com/watch?v=z68frP9Q7XA,Murder on the Orient Express | Official Trailer 2 [HD] | 20th Century FOX,20th Century Studios,1,,-50,9/21/2017,18491589,18895,1754,1,1,0,1,0
638,Obsessed,1,0,https://www.youtube.com/watch?v=bXk6H17Ecjw,Watch the trailer for OBSESSED - In Theaters 4/24/09,Sony Pictures Entertainment,1,,-126,12/19/2008,1050080,3377,410,1,1,1,1,1
639,The Expendables 2,3,0,https://www.youtube.com/watch?v=ip_CYHdyUBs,The Expendables 2 (2012) - Official Trailer #1,Lionsgate Movies,1,,-106,5/3/2012,5532597,8981,1060,0,0,1,1,1
639,The Expendables 2,3,1,https://www.youtube.com/watch?v=xtpdj31wshI,The Expendables 2 (2012) - Official Trailer #2,Lionsgate Movies,1,,-77,6/1/2012,1537650,2163,447,1,0,0,0,0
639,The Expendables 2,3,2,https://www.youtube.com/watch?v=EdNZZq1u95w,THE EXPENDABLES 2 (2012) - Teaser Trailer,Lionsgate Movies,,1,-246,12/15/2011,93891,457,53,0,1,0,0,0
640,Alita: Battle Angel,2,0,https://www.youtube.com/watch?v=w7pYhpJaJW8,Alita: Battle Angel | Official Trailer [HD] | 20th Century FOX,20th Century Studios,1,,-206,7/23/2018,20180964,167921,14668,0,0,1,1,1
640,Alita: Battle Angel,2,1,https://www.youtube.com/watch?v=U3D2vmWD88w,Alita: Battle Angel | Official Trailer – Battle Ready [HD] | 20th Century FOX,20th Century Studios,1,,-93,11/13/2018,11084223,51134,4037,1,1,0,0,0
641,Boo! A Madea Halloween,2,0,https://www.youtube.com/watch?v=-sPHseSGr9Q,Boo! A Madea Halloween (2016 Movie – Tyler Perry) Official Trailer – ‘Trick Or Treat’,Lionsgate Movies,1,,-99,7/14/2016,7888740,65260,8522,1,0,1,1,1
641,Boo! A Madea Halloween,2,1,https://www.youtube.com/watch?v=TChLGi_vi7g,Boo! A Madea Halloween (2016 Movie – Tyler Perry) – Official Teaser Trailer,Lionsgate Movies,,1,-231,3/4/2016,720934,4450,402,0,1,0,0,0
643,Mama,2,0,https://www.youtube.com/watch?v=1lNyP7w3CuQ,Mama - Trailer 2 (HD),Universal Pictures,1,,-85,10/25/2012,670555,3643,168,1,0,1,0,0
643,Mama,2,1,https://www.youtube.com/watch?v=dyVq3THKlsg,Mama - Trailer (HD),Mama,1,,-126,9/14/2012,816862,1183,170,0,1,0,1,1
644,Free Guy,3,0,https://www.youtube.com/watch?v=X2m-08cOAbc,Free Guy | Official Trailer | 20th Century Studios,20th Century Studios,1,,-615,12/7/2019,24233371,412673,22563,0,0,1,1,1
644,Free Guy,3,1,https://www.youtube.com/watch?v=JORN2hkXLyM,Free Guy | Official Trailer | 20th Century Studios,20th Century Studios,1,,-312,10/5/2020,5190086,86606,5254,0,0,0,0,0
644,Free Guy,3,2,https://www.youtube.com/watch?v=cttnRmcr_ME,Free Guy | New Trailer | 20th Century Studios,20th Century Studios,1,,-64,6/10/2021,6593468,55053,2420,1,1,0,0,0
645,Nacho Libre,1,0,https://www.youtube.com/watch?v=btfjTl7sEIg,Nacho Libre Theatrical Trailer,Planetwide,1,,-7,6/9/2006,100609,97,50,1,1,1,1,1
646,Horrible Bosses,1,0,https://www.youtube.com/watch?v=VpUeQV8sdOc,Horrible Bosses - Trailer,Warner Bros. Pictures,1,,-58,5/11/2011,2445209,8408,374,1,1,1,1,1
647,The Invisible Man,2,0,https://www.youtube.com/watch?v=WO_FJdiY9dA,The Invisible Man - Official Trailer [HD],Universal Pictures,1,,-21,2/7/2020,12686751,58746,6929,1,0,1,1,1
647,The Invisible Man,2,1,https://www.youtube.com/watch?v=dSBsNeYqh-k,The Invisible Man - Official Trailer [HD],Universal Pictures,1,,-113,11/7/2019,9173863,52123,5043,0,1,0,0,0
649,Pacific Rim: Uprising,2,0,https://www.youtube.com/watch?v=fUjicxMPDzs,Pacific Rim Uprising - Official Trailer (HD),Legendary,1,,-168,10/6/2017,7973915,55335,10415,0,0,0,0,0
649,Pacific Rim: Uprising,2,1,https://www.youtube.com/watch?v=8BAhwgjMvnM,Pacific Rim Uprising - Official Trailer 2 [HD],Legendary,1,,-58,1/24/2018,15177097,112359,14934,1,1,1,1,1
653,Hairspray,1,0,https://www.youtube.com/watch?v=kkzcNF-jlWw,HAIRSPRAY Official Trailer,NewLine,1,,-73,5/8/2007,3051362,3419,577,1,1,1,1,1
655,He's Just Not That Into You,1,0,https://www.youtube.com/watch?v=tVlqVHKn2dg,He's Just Not That Into You - Official Trailer 2009,Flamezor,1,,-43,12/25/2008,2129815,4016,268,1,1,1,1,1
