uniqueID,movie_name,num_trailers,trailer_id,video_url,video_title,channel,official,teaser,days_diff,trailer_release,trailer_view,trailer_like,trailer_comment,most_recent,oldest,most_liked,most_viewed,most_comment,invalid_trailer
51,Alice in Wonderland,2,1,https://www.youtube.com/watch?v=LjMkNrX60mA,Alice in Wonderland Teaser 1,Walt Disney Studios,0,1,-225,7/23/2009,10421939,18758,TO-DO,0,1,1,1,TO-DO,1
52,Minions,3,0,https://www.youtube.com/watch?v=jc86EFjLFV4,Minions | Official Trailer 2 (HD) | Illumination,Illumination,1,0,-157,2/3/2015,40629825,127405,TO-DO,0,0,0,0,TO-DO,1
52,Minions,3,1,https://www.youtube.com/watch?v=Wfql_DoHRKc,Minions | Official Trailer 3 (HD) | Illumination,Illumination,1,0,-57,5/14/2015,26338906,60740,TO-DO,1,0,0,0,TO-DO,1
52,Minions,3,2,https://www.youtube.com/watch?v=P9-FCC6I7u0,Minions | Official Trailer (HD) | Illumination,Illumination,1,0,-249,11/3/2014,66967209,215225,TO-DO,0,1,1,1,TO-DO,1
55,Toy Story 3,5,0,https://www.youtube.com/watch?v=JcpWXaA2qeg,Toy Story 3: Trailer,Walt Disney Studios,1,0,-248,10/13/2009,11458642,18345,TO-DO,0,0,1,1,TO-DO,1
55,Toy Story 3,5,1,https://www.youtube.com/watch?v=ZZv1vki4ou4,Toy Story 3 - HD Trailer,Walt Disney Studios,1,0,-374,6/9/2009,7529587,16778,TO-DO,0,0,0,0,TO-DO,1
55,Toy Story 3,5,2,https://www.youtube.com/watch?v=TNMpa5yBf5o,Toy Story 3: Trailer 2,Walt Disney Studios,1,0,-127,2/11/2010,11263100,10988,TO-DO,1,0,0,0,TO-DO,1
55,Toy Story 3,5,3,https://www.youtube.com/watch?v=6c3K7LhA9Yc,Toy Story 3 -- Trailer #2 (Official!),Pixar,1,0,-127,2/11/2010,1832435,1805,TO-DO,0,0,0,0,TO-DO,1
55,Toy Story 3,5,4,https://www.youtube.com/watch?v=2BlMNH1QTeE,Toy Story 3 Official Trailer [HD],Pixar,1,0,-246,10/15/2009,5538003,3909,TO-DO,0,1,0,0,TO-DO,1
59,Minions: The Rise of Gru,3,0,https://www.youtube.com/watch?v=6DxjJzmYsXo,Minions: The Rise of Gru | Official Trailer,Illumination,1,0,-93,3/30/2022,33289012,205841,TO-DO,0,0,1,0,TO-DO,1
59,Minions: The Rise of Gru,3,1,https://www.youtube.com/watch?v=HhIl_XJ-OGA,Minions: The Rise of Gru | Official Trailer 3 [HD],Illumination,1,0,-25,6/6/2022,15173411,68950,TO-DO,1,0,0,0,TO-DO,1
59,Minions: The Rise of Gru,3,2,https://www.youtube.com/watch?v=pN1HNkoL2QA,Minions: The Rise of Gru | Official Trailer | Illumination,Illumination,1,0,-877,2/5/2020,37725788,78714,TO-DO,0,1,0,1,TO-DO,1
60,The Secret Life of Pets,2,0,https://www.youtube.com/watch?v=i-80SGWfEjM,The Secret Life Of Pets | Official Teaser Trailer (HD) | Illumination,Illumination,0,1,-387,6/17/2015,33857662,118671,TO-DO,0,0,1,1,TO-DO,1
60,The Secret Life of Pets,2,1,https://www.youtube.com/watch?v=UZJVc_JTI_w,The Secret Life Of Pets | Trailer #2 (HD) | Illumination,Illumination,1,0,-162,1/28/2016,23834547,50397,TO-DO,1,1,0,0,TO-DO,1
61,The Jungle Book,2,0,https://www.youtube.com/watch?v=C4qgAaxB_pc,The Jungle Book Official Big Game Trailer,Walt Disney Studios,1,0,-68,2/7/2016,9458942,44558,TO-DO,1,0,0,0,TO-DO,1
61,The Jungle Book,2,1,https://www.youtube.com/watch?v=HcgJRQWxKnw,The Jungle Book Official US Teaser Trailer,Walt Disney Studios,0,1,-213,9/15/2015,26444358,89010,TO-DO,0,1,1,1,TO-DO,1
62,Wonder Woman,3,0,https://www.youtube.com/watch?v=1Q8fG0TtVAY,WONDER WOMAN - Official Trailer [HD],Warner Bros. Pictures,1,0,-211,11/3/2016,30603291,261288,TO-DO,0,0,1,1,TO-DO,1
62,Wonder Woman,3,1,https://www.youtube.com/watch?v=VSB4wGIdDwo,WONDER WOMAN – Rise of the Warrior [Official Final Trailer],Warner Bros. Pictures,1,0,-26,5/7/2017,20407627,119795,TO-DO,1,0,0,0,TO-DO,1
62,Wonder Woman,3,2,https://www.youtube.com/watch?v=INLzqh7rZ-U,WONDER WOMAN - Official Origin Trailer,Warner Bros. Pictures,1,0,-83,3/11/2017,11738012,132452,TO-DO,0,1,0,0,TO-DO,1
65,The Hunger Games: Mockingjay - Part 2,4,0,https://www.youtube.com/watch?v=n-7K_OjsDCQ,The Hunger Games: Mockingjay Part 2 Official Trailer – “We March Together”,The Hunger Games,1,0,-120,7/23/2015,23588757,151891,TO-DO,0,0,1,1,TO-DO,1
65,The Hunger Games: Mockingjay - Part 2,4,1,https://www.youtube.com/watch?v=SoKIqLEGhI0,The Hunger Games: Mockingjay Part 2 Official Trailer – “Welcome To The 76th Hunger Games”,The Hunger Games,1,0,-45,10/6/2015,3735612,26036,TO-DO,1,0,0,0,TO-DO,1
65,The Hunger Games: Mockingjay - Part 2,4,2,https://www.youtube.com/watch?v=7UyEBSLI-0Q,The Hunger Games: Mockingjay Part 2 – Official Trailer in One Week,The Hunger Games,1,0,-126,7/17/2015,281457,7441,TO-DO,0,0,0,0,TO-DO,1
65,The Hunger Games: Mockingjay - Part 2,4,3,https://www.youtube.com/watch?v=YddkQoxkZMQ,The Hunger Games: Mockingjay Part 2 Official Trailer – “For Prim”,The Hunger Games,1,0,-65,9/16/2015,4366697,36696,TO-DO,0,1,0,0,TO-DO,1
67,Transformers: Age of Extinction,2,0,https://www.youtube.com/watch?v=S30VkLn5a2o,Transformers: Age of Extinction Official Trailer,Transformers,1,0,-42,5/16/2014,5691243,10676,TO-DO,1,0,0,0,TO-DO,1
67,Transformers: Age of Extinction,2,1,https://www.youtube.com/watch?v=4F33PCUTWPk,Transformers: Age of Extinction Big Game Spot,Transformers,0,1,-145,2/2/2014,8797246,24569,TO-DO,0,1,1,1,TO-DO,1
68,The Fate of the Furious,3,0,https://www.youtube.com/watch?v=JwMKRevYa_M,The Fate of the Furious - Official Trailer - #F8 In Theaters April 14 (HD),The Fast Saga,1,0,-124,12/11/2016,20497627,163024,TO-DO,0,0,1,1,TO-DO,1
68,The Fate of the Furious,3,1,https://www.youtube.com/watch?v=jeKBMdYaM3U,The Fate of the Furious - In Theaters April 14 - Official Trailer #2 (HD),The Fast Saga,1,0,-36,3/9/2017,12043173,94208,TO-DO,1,0,0,0,TO-DO,1
68,The Fate of the Furious,3,2,https://www.youtube.com/watch?v=vve9TtFg9wM,The Fate of the Furious - In Theaters April 14 - Official Trailer Tease (HD),The Fast Saga,0,1,-126,12/9/2016,1992680,12147,TO-DO,0,1,0,0,TO-DO,1
71,Fast & Furious 6,2,0,https://www.youtube.com/watch?v=C_puVuHoR6o,Fast & Furious 6 - Final Trailer (HD),The Fast Saga,1,0,-26,4/28/2013,18536732,44797,TO-DO,1,0,1,1,TO-DO,1
71,Fast & Furious 6,2,1,https://www.youtube.com/watch?v=oc_P11PNvRs,Fast & Furious 6 - Trailer,Universal Pictures,1,0,-99,2/14/2013,271286,1249,TO-DO,0,1,0,0,TO-DO,1
72,Joker,2,0,https://www.youtube.com/watch?v=zAGVQLHvwOY,JOKER - Final Trailer - Now Playing In Theaters,Warner Bros. Pictures,1,0,-37,8/28/2019,99341435,1492052,TO-DO,1,0,0,1,TO-DO,1
72,Joker,2,1,https://www.youtube.com/watch?v=t433PEQGErc,JOKER - Teaser Trailer - Now Playing In Theaters,Warner Bros. Pictures,0,1,-184,4/3/2019,84754918,1512040,TO-DO,0,1,1,0,TO-DO,1
73,Captain America: The Winter Soldier,2,0,https://www.youtube.com/watch?v=7SlILk2WMTI,Marvel's Captain America: The Winter Soldier - Trailer 2 (OFFICIAL),Marvel Entertainment,1,0,-61,2/2/2014,32968820,136028,TO-DO,1,0,1,1,TO-DO,1
73,Captain America: The Winter Soldier,2,1,https://www.youtube.com/watch?v=tbayiPxkUMM,Marvel's Captain America: The Winter Soldier - Trailer 1 (OFFICIAL),Marvel Entertainment,1,0,-161,10/25/2013,3459526,30792,TO-DO,0,1,0,0,TO-DO,1
74,Guardians of the Galaxy,2,0,https://www.youtube.com/watch?v=d96cjJhvlMA,Marvel's Guardians of the Galaxy - Trailer 1 (OFFICIAL),Marvel Entertainment,1,0,-162,2/20/2014,10035956,74860,TO-DO,0,0,1,0,TO-DO,1
74,Guardians of the Galaxy,2,1,https://www.youtube.com/watch?v=2LIQ2-PZBC8,Marvel's Guardians of the Galaxy - Trailer 2 (OFFICIAL),Marvel Entertainment,1,0,-73,5/20/2014,10772692,37720,TO-DO,1,1,0,1,TO-DO,1
75,Justice League,2,0,https://www.youtube.com/watch?v=3cxixDgHUYw,JUSTICE LEAGUE - Official Trailer 1,Warner Bros. Pictures,1,0,-237,3/25/2017,40168938,456985,TO-DO,0,0,1,1,TO-DO,1
75,Justice League,2,1,https://www.youtube.com/watch?v=r9-DM9uBtVI,JUSTICE LEAGUE - Official Heroes Trailer,Warner Bros. Pictures,1,0,-40,10/8/2017,36045455,362543,TO-DO,1,1,0,0,TO-DO,1
77,Godzilla,2,0,https://www.youtube.com/watch?v=vIu85WQTPRc,Godzilla - Official Main Trailer [HD],Godzilla: King of the Monsters,1,0,-80,2/25/2014,41332452,186002,TO-DO,1,0,1,1,TO-DO,1
77,Godzilla,2,1,https://www.youtube.com/watch?v=QjKO10hKtYw,Godzilla - Official Teaser Trailer [HD],Godzilla: King of the Monsters,0,1,-157,12/10/2013,18667378,88609,TO-DO,0,1,0,0,TO-DO,1
78,Spider-Man: Far from Home,4,0,https://www.youtube.com/watch?v=Nt9L1jCKGnE,SPIDER-MAN: FAR FROM HOME - Official Trailer,Sony Pictures Entertainment,1,0,-57,5/6/2019,87083521,1993874,TO-DO,1,0,1,1,TO-DO,1
78,Spider-Man: Far from Home,4,1,https://www.youtube.com/watch?v=DYYtuKyMtY8,SPIDER-MAN: FAR FROM HOME - Official Teaser Trailer,Sony Pictures Entertainment,0,1,-168,1/15/2019,50865604,1309974,TO-DO,0,0,0,0,TO-DO,1
78,Spider-Man: Far from Home,4,2,https://www.youtube.com/watch?v=LFoz8ZJWmPs,Spider-Man: Far From Home | Official Trailer,Marvel Entertainment,1,0,-57,5/6/2019,7452062,336230,TO-DO,0,0,0,0,TO-DO,1
78,Spider-Man: Far from Home,4,3,https://www.youtube.com/watch?v=VUFmhKpZKlE,Spider-Man: Far From Home | Teaser Trailer,Marvel Entertainment,0,1,-168,1/15/2019,14838717,695165,TO-DO,0,1,0,0,TO-DO,1
80,The Amazing Spider-Man 2,2,0,https://www.youtube.com/watch?v=nbp3Ra3Yp74,THE AMAZING SPIDER-MAN 2 - Official Trailer (HD),Sony Pictures Entertainment,1,0,-148,12/5/2013,41218109,250604,TO-DO,0,0,1,1,TO-DO,1
80,The Amazing Spider-Man 2,2,1,https://www.youtube.com/watch?v=DlM2CWNTQ84,The AMAZING SPIDER-MAN 2 - Official Trailer #2 (HD),Sony Pictures Entertainment,1,0,-44,3/19/2014,19436475,182240,TO-DO,1,1,0,0,TO-DO,1
81,Aladdin,3,0,https://www.youtube.com/watch?v=9g5knnlF7Zo,Disney's Aladdin Teaser Trailer - In Theaters May 24th 2019,Walt Disney Studios,0,1,-225,10/11/2018,28850656,391402,TO-DO,0,0,0,0,TO-DO,1
81,Aladdin,3,1,https://www.youtube.com/watch?v=7hHECMVOq7g,Disney's Aladdin - Special Look: In Theaters May 24,Walt Disney Studios,1,0,-103,2/10/2019,9409979,69933,TO-DO,0,0,0,0,TO-DO,1
81,Aladdin,3,2,https://www.youtube.com/watch?v=foyufD52aog,Disney's Aladdin Official Trailer - In Theaters May 24!,Walt Disney Studios,1,0,-73,3/12/2019,53151208,742438,TO-DO,1,1,1,1,TO-DO,1
82,It Chapter Two,1,0,https://www.youtube.com/watch?v=xhJ5P7Up3jA,IT CHAPTER TWO - Final Trailer [HD],Warner Bros. Pictures,1,0,-50,7/18/2019,40595617,483466,TO-DO,1,1,1,1,TO-DO,1
83,X-Men: Days of Future Past,3,0,https://www.youtube.com/watch?v=pK2zYHWDZKo,X-MEN: DAYS OF FUTURE PAST - Official Trailer (2014),X-Men Movies,1,0,-206,10/29/2013,37347512,151916,TO-DO,0,0,1,1,TO-DO,1
83,X-Men: Days of Future Past,3,1,https://www.youtube.com/watch?v=6acRHWnfZAE,X-Men: Days of Future Past | Official Trailer 2 [HD] | 20th Century FOX,X-Men Movies,1,0,-60,3/24/2014,19154030,72308,TO-DO,0,0,0,0,TO-DO,1
83,X-Men: Days of Future Past,3,2,https://www.youtube.com/watch?v=gsjtg7m1MMM,X-Men: Days of Future Past | Official Trailer 3 [HD] | 20th Century FOX,X-Men Movies,1,0,-38,4/15/2014,21396058,59131,TO-DO,1,1,0,0,TO-DO,1
84,Inside Out,3,0,https://www.youtube.com/watch?v=yRUAzGQ3nSY,Inside Out - Official US Trailer,Pixar,1,0,-190,12/11/2014,13698514,37790,TO-DO,0,0,1,1,TO-DO,1
84,Inside Out,3,1,https://www.youtube.com/watch?v=1HFv47QHWJU,Inside Out - Official US Trailer 2,Pixar,1,0,-101,3/10/2015,12040064,26531,TO-DO,1,0,0,0,TO-DO,1
84,Inside Out,3,2,https://www.youtube.com/watch?v=1t0A_tZGrYw,Inside Out US Teaser Trailer,Pixar,0,1,-260,10/2/2014,9652126,24911,TO-DO,0,1,0,0,TO-DO,1
87,Venom: Let There Be Carnage,4,0,https://www.youtube.com/watch?v=-FmWuCgJmxo,VENOM: LET THERE BE CARNAGE - Official Trailer 2 (HD),Sony Pictures Entertainment,1,0,-60,8/2/2021,50443860,1136523,TO-DO,0,0,1,1,TO-DO,1
87,Venom: Let There Be Carnage,4,1,https://www.youtube.com/watch?v=-ezfi6FQ8Ds,VENOM: LET THERE BE CARNAGE - Official Trailer (HD),Sony Pictures Entertainment,1,0,-144,5/10/2021,36080995,768259,TO-DO,0,0,0,0,TO-DO,1
87,Venom: Let There Be Carnage,4,2,https://www.youtube.com/watch?v=_s4qXyZOJSQ,VENOM: LET THERE BE CARNAGE - In Theaters 6.25.21,Sony Pictures Entertainment,0,1,-528,4/21/2020,6339883,163714,TO-DO,0,0,0,0,TO-DO,1
87,Venom: Let There Be Carnage,4,3,https://www.youtube.com/watch?v=gU4vcJIbeOU,VENOM: LET THERE BE CARNAGE - Last One Standing | In Theaters Tomorrow,Sony Pictures Entertainment,1,0,-2,9/29/2021,1765278,44835,TO-DO,1,1,0,0,TO-DO,1
88,Logan,2,0,https://www.youtube.com/watch?v=Div0iP65aZo,Logan | Official Trailer [HD] | 20th Century FOX,20th Century Studios,1,0,-134,10/20/2016,34896414,331331,TO-DO,0,0,1,1,TO-DO,1
88,Logan,2,1,https://www.youtube.com/watch?v=RH3OxVFvTeg,Logan | Trailer 2 [HD] | 20th Century FOX,20th Century Studios,1,0,-43,1/19/2017,20852902,189104,TO-DO,1,1,0,0,TO-DO,1
89,Skyfall,2,0,https://www.youtube.com/watch?v=6kw1UVovByw,SKYFALL - Official Trailer,Sony Pictures Entertainment,1,0,-101,7/31/2012,30404412,92950,TO-DO,1,0,1,1,TO-DO,1
89,Skyfall,2,1,https://www.youtube.com/watch?v=24mTIE4D9JM,SKYFALL - Official Teaser Trailer,Sony Pictures Entertainment,0,1,-172,5/21/2012,9964856,23808,TO-DO,0,1,0,0,TO-DO,1
92,Fast Five,2,0,https://www.youtube.com/watch?v=vcn2GOuZCKI,Fast Five - Theatrical Trailer,Universal Pictures,1,0,-50,3/10/2011,998703,3327,TO-DO,1,0,0,0,TO-DO,1
92,Fast Five,2,1,https://www.youtube.com/watch?v=uSDNZeRX_1Y,Fast Five - Teaser Trailer,Universal Pictures,0,1,-136,12/14/2010,4187181,6796,TO-DO,0,1,1,1,TO-DO,1
93,The Hangover Part II,2,0,https://www.youtube.com/watch?v=ohF5ZO_zOYU,The Hangover Part II - Trailer,Warner Bros. Pictures,1,0,-56,3/31/2011,5264167,19586,TO-DO,1,0,1,1,TO-DO,1
93,The Hangover Part II,2,1,https://www.youtube.com/watch?v=PB0fCP7Nj3w,The Hangover Part II - Teaser Trailer,Warner Bros. Pictures,0,1,-91,2/24/2011,510630,1037,TO-DO,0,1,0,0,TO-DO,1
94,Thor: The Dark World,2,0,https://www.youtube.com/watch?v=npvJ9FTgZbM,Thor: The Dark World Official Trailer HD,Marvel Entertainment,1,0,-93,8/7/2013,21873382,99584,TO-DO,1,0,1,1,TO-DO,1
94,Thor: The Dark World,2,1,https://www.youtube.com/watch?v=cltIcTPrHQk,Marvel's Thor: The Dark World - Teaser,Marvel Entertainment,0,1,-198,4/24/2013,779525,3403,TO-DO,0,1,0,0,TO-DO,1
96,Fifty Shades of Grey,2,0,https://www.youtube.com/watch?v=6FDTMRK7-24,Fifty Shades of Grey - Official Trailer (HD),Fifty Shades,1,0,-92,11/13/2014,20857322,67610,TO-DO,1,0,1,1,TO-DO,1
96,Fifty Shades of Grey,2,1,https://www.youtube.com/watch?v=z4nJX8snP4s,Fifty Shades Of Grey - Official Teaser Trailer (HD),Fifty Shades,0,1,-204,7/24/2014,18575728,57115,TO-DO,0,1,0,0,TO-DO,1
97,Doctor Strange,2,0,https://www.youtube.com/watch?v=HSzx-zryEgM,Doctor Strange Official Trailer 2,Marvel Entertainment,1,0,-104,7/23/2016,44607676,305793,TO-DO,1,0,1,1,TO-DO,1
97,Doctor Strange,2,1,https://www.youtube.com/watch?v=Lt-U_t2pUHI,Marvel's Doctor Strange Teaser Trailer,Marvel Entertainment,0,1,-206,4/12/2016,25676477,250502,TO-DO,0,1,0,0,TO-DO,1
98,X-Men Origins: Wolverine,2,0,https://www.youtube.com/watch?v=8TQ-gD4UCmI,X-Men Origins: Wolverine Trailer "Ooh! Shiny." | Trailer | 20th Century FOX,20th Century Studios,1,0,-37,3/25/2009,1313214,6415,TO-DO,1,0,1,1,TO-DO,1
98,X-Men Origins: Wolverine,2,1,https://www.youtube.com/watch?v=kd6zYnHwQWA,X-Men Orgins: Wolverine Trailer "Witness the Origin" | Trailer | 20th Century FOX,20th Century Studios,1,0,-37,3/25/2009,237781,1238,TO-DO,0,1,0,0,TO-DO,1
99,The Hobbit: An Unexpected Journey,2,0,https://www.youtube.com/watch?v=SDnYMbYB-nU,The Hobbit: An Unexpected Journey - Official Trailer 2 [HD],Warner Bros. Pictures,1,0,-86,9/19/2012,7387372,32500,TO-DO,1,0,1,1,TO-DO,1
99,The Hobbit: An Unexpected Journey,2,1,https://www.youtube.com/watch?v=9PSXjr1gbjc,The Hobbit: An Unexpected Journey - Announcement Trailer (HD),Warner Bros. Pictures,1,0,-357,12/23/2011,986121,7149,TO-DO,0,1,0,0,TO-DO,1
100,Solo: A Star Wars Story,4,0,https://www.youtube.com/watch?v=jPEYpryMp2s,Solo: A Star Wars Story Official Trailer,Star Wars,1,0,-47,4/8/2018,20266729,228513,TO-DO,0,0,0,0,TO-DO,1
100,Solo: A Star Wars Story,4,1,https://www.youtube.com/watch?v=dNW0B0HsvVs,Solo: A Star Wars Story Official Teaser,Star Wars,0,1,-109,2/5/2018,13766355,206424,TO-DO,0,0,0,0,TO-DO,1
100,Solo: A Star Wars Story,4,2,https://www.youtube.com/watch?v=frdj1zb9sMY,Rogue One: A Star Wars Story Trailer (Official),Star Wars,1,0,-652,8/11/2016,41434351,336218,TO-DO,0,0,1,1,TO-DO,1
100,Solo: A Star Wars Story,4,3,https://www.youtube.com/watch?v=qWG-4sMwW3g,Solo: A Star Wars Story Official Trailer (As Told with LEGO Bricks),Star Wars,1,0,-6,5/19/2018,228746,6853,TO-DO,1,1,0,0,TO-DO,1
102,Despicable Me 2,4,0,https://www.youtube.com/watch?v=yM9sKpQOuEw,Despicable Me 2 - Trailer 2,Universal Pictures,1,0,-50,5/14/2013,19819665,70238,TO-DO,1,0,0,0,TO-DO,1
102,Despicable Me 2,4,1,https://www.youtube.com/watch?v=6qsH_LFRr6k,Despicable Me 2 | Teaser Trailer (HD) | Illumination,Illumination,0,1,-488,3/2/2012,7779315,26100,TO-DO,0,0,0,0,TO-DO,1
102,Despicable Me 2,4,2,https://www.youtube.com/watch?v=EK3j98PHaGM,Despicable Me 2 | Trailer #2 | Illumination,Illumination,1,0,-57,5/7/2013,2910470,5128,TO-DO,0,0,0,0,TO-DO,1
102,Despicable Me 2,4,3,https://www.youtube.com/watch?v=TlbnGSMJQbQ,Despicable Me 2 | Trailer (HD) | Illumination,Illumination,1,0,-243,11/2/2012,117509177,285944,TO-DO,0,1,1,1,TO-DO,1
103,Monsters University,3,0,https://www.youtube.com/watch?v=xBzPioph8CI,Monsters University Final Trailer,Pixar,1,0,-22,5/30/2013,11495214,19942,TO-DO,1,0,0,1,TO-DO,1
103,Monsters University,3,1,https://www.youtube.com/watch?v=sED6FRXIHJc,Monsters University Teaser - Pony,Pixar,0,1,-366,6/20/2012,7458747,32539,TO-DO,0,0,1,0,TO-DO,1
103,Monsters University,3,2,https://www.youtube.com/watch?v=E5Zbz6kRFzE,Monsters University Trailer 2,Pixar,1,0,-101,3/12/2013,5872361,13956,TO-DO,0,1,0,0,TO-DO,1
104,Black Widow,3,0,https://www.youtube.com/watch?v=ybji16u608U,Marvel Studios' Black Widow | Official Trailer,Marvel Entertainment,1,0,-487,3/9/2020,33264824,682542,TO-DO,0,0,0,0,TO-DO,1
104,Black Widow,3,1,https://www.youtube.com/watch?v=RxAtuMu_ph4,Marvel Studios' Black Widow - Official Teaser Trailer,Marvel Entertainment,0,1,-585,12/2/2019,48728976,1628448,TO-DO,0,0,1,1,TO-DO,1
104,Black Widow,3,2,https://www.youtube.com/watch?v=Fp9pNPdNwjI,Marvel Studios’ Black Widow | New Trailer,Marvel Entertainment,1,0,-97,4/3/2021,21858067,593055,TO-DO,1,1,0,0,TO-DO,1
105,Venom,3,0,https://www.youtube.com/watch?v=u9Mv98Gr5pY,VENOM - Official Trailer (HD),Sony Pictures Entertainment,1,0,-165,4/23/2018,85847906,1466976,TO-DO,0,0,1,1,TO-DO,1
105,Venom,3,1,https://www.youtube.com/watch?v=xLCn88bfW1o,VENOM - Official Trailer 2 (HD),Sony Pictures Entertainment,1,0,-66,7/31/2018,73551328,841238,TO-DO,1,0,0,0,TO-DO,1
105,Venom,3,2,https://www.youtube.com/watch?v=dzxFdtWmjto,VENOM - Official Teaser Trailer (HD),Sony Pictures Entertainment,0,1,-239,2/8/2018,21608307,242686,TO-DO,0,1,0,0,TO-DO,1
107,Oz the Great and Powerful,2,0,https://www.youtube.com/watch?v=5NdeuYgRoTI,Oz The Great and Powerful Trailer 2,Walt Disney Studios,1,0,-113,11/15/2012,3297823,9205,TO-DO,1,0,1,1,TO-DO,1
107,Oz the Great and Powerful,2,1,https://www.youtube.com/watch?v=_1NGnVLDPog,Oz The Great And Powerful Trailer,Walt Disney Studios,1,0,-238,7/13/2012,2967236,8651,TO-DO,0,1,0,0,TO-DO,1
108,Harry Potter and the Half-Blood Prince,1,0,https://www.youtube.com/watch?v=ZgMIlFDIPNc,Harry Potter and the Half-Blood Prince Trailer,Roadshow Films,1,0,-113,3/24/2009,43904,352,TO-DO,1,1,1,1,TO-DO,1
112,Avatar,1,0,https://www.youtube.com/watch?v=5PSNL1qE6VY,Avatar | Official Trailer (HD) | 20th Century FOX,20th Century Studios,1,0,-39,11/9/2009,11626627,74789,TO-DO,1,1,1,1,TO-DO,1
113,Halloween,2,0,https://www.youtube.com/watch?v=ek1ePFp-nBI,Halloween - Official Trailer (HD),Universal Pictures,1,0,-133,6/8/2018,36690177,369483,TO-DO,0,0,1,1,TO-DO,1
113,Halloween,2,1,https://www.youtube.com/watch?v=x_-x4Dwz-rU,Halloween - New Trailer [HD],Universal Pictures,1,0,-44,9/5/2018,9767594,128625,TO-DO,1,1,0,0,TO-DO,1
114,Ant-Man and the Wasp,2,0,https://www.youtube.com/watch?v=8_rTIAOohas,Marvel Studios' Ant-Man and the Wasp - Official Trailer #1,Marvel Entertainment,1,0,-157,1/30/2018,17349395,352355,TO-DO,0,0,0,0,TO-DO,1
114,Ant-Man and the Wasp,2,1,https://www.youtube.com/watch?v=UUkn-enk2RU,Marvel Studios' Ant-Man and The Wasp - Official Trailer #2,Marvel Entertainment,1,0,-66,5/1/2018,31417540,502850,TO-DO,1,1,1,1,TO-DO,1
115,Shang-Chi and the Legend of the Ten Rings,4,0,https://www.youtube.com/watch?v=8YjFbMbfXaQ,Marvel Studios’ Shang-Chi and the Legend of the Ten Rings | Official Trailer,Marvel Entertainment,1,0,-71,6/24/2021,31062529,565957,TO-DO,0,0,0,1,TO-DO,1
115,Shang-Chi and the Legend of the Ten Rings,4,1,https://www.youtube.com/watch?v=giWIr7U1deA,Marvel Studios’ Shang-Chi and the Legend of the Ten Rings | Official Teaser,Marvel Entertainment,0,1,-137,4/19/2021,30481724,959841,TO-DO,0,0,1,0,TO-DO,1
115,Shang-Chi and the Legend of the Ten Rings,4,2,https://www.youtube.com/watch?v=hqDDUoF3Gh8,“Run It” | Marvel Studios’ Shang-Chi and the Legend of the Ten Rings,Marvel Entertainment,1,0,-11,8/23/2021,3775674,122357,TO-DO,1,0,0,0,TO-DO,1
115,Shang-Chi and the Legend of the Ten Rings,4,3,https://www.youtube.com/watch?v=COGg-Vjauwo,Need | Marvel Studios’ Shang-Chi and the Legend of the Ten Rings,Marvel Entertainment,1,0,-37,7/28/2021,4330625,164529,TO-DO,0,1,0,0,TO-DO,1
117,Zootopia,3,0,https://www.youtube.com/watch?v=jWM0ct-OLsM,Zootopia Official US Trailer #2,Walt Disney Animation Studios,1,0,-64,12/31/2015,23560015,87686,TO-DO,1,0,0,1,TO-DO,1
117,Zootopia,3,1,https://www.youtube.com/watch?v=g9lmhBYB11U,Zootopia US Teaser Trailer,Walt Disney Animation Studios,0,1,-267,6/11/2015,17713502,67485,TO-DO,0,0,0,0,TO-DO,1
117,Zootopia,3,2,https://www.youtube.com/watch?v=bY73vFGhSVk,Zootopia Official US Sloth Trailer,Walt Disney Animation Studios,1,0,-102,11/23/2015,22406430,96828,TO-DO,0,1,1,0,TO-DO,1
118,Fantastic Beasts and Where to Find Them,3,0,https://www.youtube.com/watch?v=Wj1devH5JP4,Fantastic Beasts and Where to Find Them - Announcement Trailer [HD],Warner Bros. Pictures,1,0,-339,12/15/2015,12677616,115155,TO-DO,0,0,0,0,TO-DO,1
118,Fantastic Beasts and Where to Find Them,3,1,https://www.youtube.com/watch?v=Vso5o11LuGU,Fantastic Beasts and Where to Find Them - Final Trailer [HD],Warner Bros. Pictures,1,0,-51,9/28/2016,14296496,78162,TO-DO,1,0,0,0,TO-DO,1
118,Fantastic Beasts and Where to Find Them,3,2,https://www.youtube.com/watch?v=ViuDsy7yb8M,Fantastic Beasts and Where to Find Them - Teaser Trailer [HD],Warner Bros. Pictures,0,1,-222,4/10/2016,19056849,180406,TO-DO,0,1,1,1,TO-DO,1
120,The Hobbit: The Desolation of Smaug,3,0,https://www.youtube.com/watch?v=fnaojlfdUbs,The Hobbit: The Desolation of Smaug - Official Teaser Trailer [HD],Warner Bros. Pictures,0,1,-185,6/11/2013,14777085,65932,TO-DO,0,0,1,1,TO-DO,1
120,The Hobbit: The Desolation of Smaug,3,1,https://www.youtube.com/watch?v=Os1G8RtqY2c,The Hobbit: The Desolation of Smaug - Official Main Trailer [HD],Warner Bros. Pictures,1,0,-71,10/3/2013,1296812,6082,TO-DO,0,0,0,0,TO-DO,1
